Tag Number,Site,Plot,Species,Surv1,Surv2,Surv3,Surv4,Repr1,Repr2,Repr3,Repr4,Notes,Date:,Date:,Date:,Date:,
1111,05_01,1,Rhynchospora latifolia,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1112,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1113,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1114,05_01,1,Rhynchospora latifolia,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1115,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1116,05_01,1,Rhynchospora latifolia,1,0,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1117,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1118,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1119,05_01,1,Rhynchospora latifolia,1,0,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1120,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1121,05_01,1,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1122,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1123,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1124,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1125,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1126,05_01,1,Anthaenantia villosa,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1127,05_01,1,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1128,05_01,1,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1129,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,rough,4/10/2024,5/29,8/7/2024,10/22/2024,
1130,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1131,05_01,1,Anthaenantia villosa,1,0,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1132,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1133,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1134,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1135,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1136,05_01,1,Anthaenantia villosa,1,0,1,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1137,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1138,05_01,1,Anthaenantia villosa,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1139,05_01,1,Anthaenantia villosa,1,1,0,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
1140,05_01,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1141,05_01,1,Liatris spicata,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1142,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1143,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1144,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1145,05_01,1,Liatris spicata,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1146,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1147,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1148,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1149,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1150,05_01,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1151,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1152,05_01,1,Andropogon glomeratus,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1153,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1154,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1155,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1156,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1157,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1158,05_01,1,Andropogon glomeratus,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1159,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1160,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1161,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1162,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1163,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1164,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1165,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1166,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1167,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1168,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1169,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1170,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1171,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1172,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1173,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1174,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1175,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1176,05_01,1,Andropogon glomeratus,1,0,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1177,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1178,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1179,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1180,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1181,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1182,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1183,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1184,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1185,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1186,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1187,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1188,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,small,4/10/2024,5/29,8/7/2024,10/22/2024,
1189,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1190,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1191,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1192,05_01,1,Andropogon glomeratus,0,1,1,1,N,N,N,N,dead,4/10/2024,5/29,8/7/2024,10/22/2024,
1193,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1194,05_01,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1195,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1196,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1197,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1198,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1199,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1200,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1201,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1202,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1203,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1204,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1205,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1206,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1207,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1208,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1209,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1210,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1211,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1212,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1213,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1214,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1215,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1216,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1217,05_01,1,Balduina uniflora,1,1,0,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
1218,05_01,1,Balduina uniflora,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1219,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1220,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1221,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1222,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1223,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1224,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1225,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1226,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1227,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1228,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1229,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1230,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1231,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1232,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1233,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1234,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1235,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1236,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1237,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1238,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1239,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1240,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1241,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1242,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1243,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1244,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1245,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1246,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1247,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1248,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1249,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1250,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1251,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1252,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1253,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1254,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1255,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1256,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1257,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1258,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1259,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1260,05_01,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1261,05_01,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1262,05_01,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1263,05_01,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1264,05_01,2,Oxypolis rigidior,0,1,0,0,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
1265,05_01,2,Oxypolis rigidior,1,0,0,0,N,N,N,N,tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1266,05_01,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1267,05_01,2,Oxypolis rigidior,1,0,0,0,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
1268,05_01,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1269,05_01,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1270,05_01,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1271,05_01,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1272,05_01,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1273,05_01,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1274,05_01,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1275,05_01,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1276,05_01,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1277,05_01,2,Oxypolis rigidior,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1278,05_01,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,small resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1279,05_01,2,Oxypolis rigidior,0,0,0,0,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
1280,05_01,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1281,05_01,2,Oxypolis rigidior,1,0,1,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1282,05_01,2,Oxypolis rigidior,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1283,05_01,2,Oxypolis rigidior,0,0,0,0,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
1284,05_01,2,Oxypolis rigidior,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1285,05_01,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1286,05_01,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1287,05_01,2,Oxypolis rigidior,1,0,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1288,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1289,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1290,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1291,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1292,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1293,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1294,05_01,2,Rhynchospora latifolia,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1295,05_01,2,Rhynchospora latifolia,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1296,05_01,2,Rhynchospora latifolia,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1297,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1298,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1299,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1300,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1301,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
1302,05_01,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1303,05_01,2,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1304,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1305,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1306,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1307,05_01,2,Anthaenantia villosa,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1308,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1309,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1310,05_01,2,Anthaenantia villosa,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1311,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1312,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1313,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1314,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1315,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1316,05_01,2,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1317,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1318,05_01,2,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1319,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1320,05_01,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1321,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1322,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1323,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1324,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1325,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1326,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1327,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1328,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1329,05_01,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1330,05_01,2,Liatris spicata,1,1,0,1,N,N,N,N,corm above ground halfway,4/10/2024,5/29,8/7/2024,10/22/2024,
1331,05_01,2,Andropogon glomeratus,1,1,1,0,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
1332,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
